Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Lalique|White In Black Man Edp|['amber', 'warm spicy', 'aromatic', 'vanilla', 'woody', 'powdery', 'balsamic', 'fresh spicy', 'lavender', 'sweet']|{'Top Notes': ['Olibanum', 'Sicilian Bergamot', 'Grapefruit'], 'Middle Notes': ['Cardamom', 'Lavender Extract', 'Elemi resin', 'Pink Pepper'], 'Base Notes': ['Vanilla', 'White Cedar Extract', 'Ambroxan', 'Tolu Balsam', 'Patchouli']}|for men|3.15|2.11|{'rating': 4.34, 'votes': 643}|Winter: 86.9681%, Spring: 77.3936%, Summer: 24.2021%, Fall: 100%|Day: 71.8085%, Night: 86.7021%|['Karine Dubreuil-Sereni']|Lalique White in Black by Lalique is a Aromatic Spicy fragrance for men. Lalique White in Black was launched in 2021. The nose behind this fragrance is Karine Dubreuil-Sereni. Top notes are Olibanum, Sicilian Bergamot and Grapefruit; middle notes are Cardamom, Lavender Extract, Elemi resin and Pink Pepper; base notes are Vanilla, White Cedar Extract, Ambroxan, Tolu Balsam and Patchouli. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/w/h/white_in_black_man_edp_c.jpg
Calvin Klein|Eternity Man Aromatic Essence Parfum|['aromatic', 'coconut', 'woody', 'fresh spicy', 'warm spicy', 'lavender', 'sweet', 'citrus', 'lactonic', 'tropical']|{'Top Notes': ['Juniper Berries', 'Sichuan Pepper', 'Lemon'], 'Middle Notes': ['Coconut', 'Lavender'], 'Base Notes': ['Guatemalan Cardamom', 'Virginian Cedar', 'Patchouli']}|for Men Calvin Klein for men|3.27|2.15|{'rating': 3.97, 'votes': 283}|Winter: 23.2704%, Spring: 98.1132%, Summer: 100%, Fall: 61.6352%|Day: 90.566%, Night: 62.8931%|['None']|"Eternity Aromatic Essence for Men by Calvin Klein is a Aromatic Fruity fragrance for men. This is a new fragrance. Eternity Aromatic Essence for Men was launched in 2024. Top notes are Juniper Berries, Sichuan Pepper and Lemon; middle notes are Coconut and Lavender; base notes are Guatemalan Cardamom, Virginian Cedar and Patchouli. A fresh spicy fragrance with notes of juniper berry, cardamom, and coconut. Top: Juniper Berries Extract, Lemon, Sichuan Pepper; Middle: Coconut Accord, Lavandin Essence; Base: Guatemalan Cardamom, Virginian Cedarwood, Patchouli"|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/6/3616304929588_2.jpg
Dolce&Gabbana|Light Blue Eau Intense Pour Homme Edp|['citrus', 'aromatic', 'marine', 'fresh spicy', 'woody', 'salty', 'musky', 'aquatic', 'amber']|{'Top Notes': ['Grapefruit', 'Mandarin Orange'], 'Middle Notes': ['Sea water', 'Juniper'], 'Base Notes': ['Musk', 'Amberwood']}|for men|3.41|2.23|{'rating': 4.13, 'votes': 8605}|Winter: 3.57872%, Spring: 57.3379%, Summer: 100%, Fall: 9.48046%|Day: 82.3733%, Night: 16.4338%|['Alberto Morillas']|Light Blue Eau Intense Pour Homme by Dolce&Gabbana is a Woody Aquatic fragrance for men. Light Blue Eau Intense Pour Homme was launched in 2017. The nose behind this fragrance is Alberto Morillas. Top notes are Grapefruit and Mandarin Orange; middle notes are Sea water and Juniper; base notes are Musk and Amberwood. Light Blue Pour Homme Eau Intense is developed by Alberto Morillas. The fragrance opens with citrusy notes of mandarin and frozen grapefruit. The heart of juniper and a salty marine accord is wrapped up by the base of amber wood and musk.It is available as a 50, 100 and 200 ml Eau de Parfum.|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100797.jpg
Dsquared2|Original Man Edp|['woody', 'aquatic', 'aromatic', 'ozonic', 'fresh', 'fresh spicy', 'green', 'warm spicy', 'conifer', 'musky']|{'Top Notes': ['Violet Leaf', 'Watery Notes', 'Guatemalan Cardamom'], 'Middle Notes': ['Silver Fir', 'Cedar', 'Haitian Vetiver'], 'Base Notes': ['Musk', 'Amber', 'Indonesian Patchouli Leaf']}|for men|3.15|2.05|{'rating': 4.09, 'votes': 612}|Winter: 44.0515%, Spring: 98.7138%, Summer: 78.4566%, Fall: 100%|Day: 93.8907%, Night: 50.4823%|['Daphné Bugey']|Original Wood by DSQUARED² is a Woody fragrance for men. This is a new fragrance. Original Wood was launched in 2022. The nose behind this fragrance is Daphné Bugey. Top notes are Violet Leaf, Watery Notes and Guatemalan Cardamom; middle notes are Silver Fir, Cedar and Haitian Vetiver; base notes are Musk, Amber and Indonesian Patchouli Leaf. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100970.jpg
Salvatore Ferragamo|Ferragamo Red Leather Man Edp|['woody', 'citrus', 'aromatic', 'warm spicy', 'fresh spicy', 'leather', 'powdery', 'earthy', 'iris', 'animalic']|{'Top Notes': ['Bergamot', 'Ginger', 'Mandarin Orange'], 'Middle Notes': ['Rosemary', 'Orris', 'Jasmine'], 'Base Notes': ['Leather', 'Sandalwood', 'Vetiver']}|for men|3.02|1.90|{'rating': 3.8, 'votes': 89}|Winter: 40.9091%, Spring: 100%, Summer: 72.7273%, Fall: 88.6364%|Day: 86.3636%, Night: 56.8182%|['None']|"Ferragamo Red Leather by Salvatore Ferragamo is a Leather fragrance for men. This is a new fragrance. Ferragamo Red Leather was launched in 2024. Top notes are Bergamot, Ginger and Mandarin Orange; middle notes are Rosemary, Orris and Jasmine; base notes are Leather, Sandalwood and Vetiver. Ferragamo Red Leather is a sensual EDP telling the story of a man who explores his own desires and embraces his authenticity with ease. This fragrance is a sensual Citrus Aromatic Leather eau de parfum. Inspired by the most powerful color, it expresses engagement, Italian easiness and sensuality. This EDP opens with the freshness of natural Ginger adding vibrancy to Italian Bergamot and Mandarin Pulp. At the heart, we find the inherent strength of Jasmine Absolute, Orris and Rosemary. Sustainable Vetiver and Sandalwood anchor the base in a sensual blend of masculine woods. A Soft Leather accord completes this powerful creation."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/0/8052464896028_2.jpg
Missoni|Pour Homme Edp|['citrus', 'woody', 'warm spicy', 'aromatic', 'lavender', 'fresh', 'fresh spicy', 'leather', 'smoky']|{'Top Notes': ['Grapefruit', 'Lemon', 'Lavender'], 'Middle Notes': ['Ginger', 'Apple', 'Jasmine'], 'Base Notes': ['Birch', 'Oak', 'Musk', 'Sandalwood', 'Patchouli']}|for men|3.28|2.24|{'rating': 4.1, 'votes': 1730}|Winter: 48.3026%, Spring: 100%, Summer: 93.4045%, Fall: 88.9428%|Day: 97.3812%, Night: 70.0291%|['None']|"Missoni Parfum Pour Homme by Missoni is a Woody Aromatic fragrance for men. Missoni Parfum Pour Homme was launched in 2017. Top notes are Grapefruit, Lemon and Lavender; middle notes are Ginger, Apple and Jasmine; base notes are Birch, Oak, Musk, Sandalwood and Patchouli. ""The captivating freshness of the Missoni Parfum pour Homme is inspired by the Mediterranean landscape warmed by the sun. A woody fragrance both fresh and luminous, full of contrasts, a precious scent reflecting the colours of the Mediterranean Sea. Leaves and pulp of Green Lemon and Ginger, together with Pink Pomelo mix the timeless, aromatic notes of Lavande Espic, fruity Pomarose and a light touch of Jasmine Petals. The dry-down contains comforting notes of Sandalwood, as enveloping as a precious Missoni cardigan, with the passionate, sensual and masculine touches of Oakwood, Birch, Patchouli and vibrant Musks."" - a note from the brand."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100852.jpg
Versace|Eros Man Edp|['vanilla', 'aromatic', 'green', 'fresh spicy', 'amber', 'fruity', 'citrus', 'sweet', 'woody', 'fresh']|{'Top Notes': ['Mint', 'Green Apple', 'Lemon'], 'Middle Notes': ['Tonka Bean', 'Ambroxan', 'Geranium'], 'Base Notes': ['Madagascar Vanilla', 'Virginian Cedar', 'Atlas Cedar', 'Vetiver', 'Oakmoss']}|for men|3.54|2.50|{'rating': 4.08, 'votes': 22349}|Winter: 84.1446%, Spring: 87.5661%, Summer: 66.1567%, Fall: 85.8971%|Day: 73.8526%, Night: 100%|['Aurélien Guichard']|"Eros by Versace is a Aromatic Fougere fragrance for men. Eros was launched in 2012. The nose behind this fragrance is Aurélien Guichard. Top notes are Mint, Green Apple and Lemon; middle notes are Tonka Bean, Ambroxan and Geranium; base notes are Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver and Oakmoss. Versace is launching a new fragrance for men – Eros inspired by and deeply connected with Greek mythology. The aim of this edition is to reveal and release unrestrained passion and to accentuate desire. The fragrance was named after Greek god of love and son of goddess Aphrodite – Eros. Inspiration by ancient Greece has lasted since the time when Gianni Versace raised his fashion empire and took goddess Medusa as symbol of the brand to adorn numerous products of the house, among them also the new flacon of men's fragrance Eros. The new perfume Eros is the first in the past five years to be launched and aimed at men. Donatella Versace's desire was to fit the fragrance into the concept of the Versace brand and to depict style and significance of long-lasting design, quality and popularity. ""Eros is truly the DNA of the house of Versace"" - explains Donatella. ""We have a Greek motive making us think about ancient Greece, antiquities and mythology, while turquoise color represents the Mediterranean. That is Versace!"" Eros was created by Aurelien Guichard of Givaudan and it was announced as fresh, woody and slightly oriental. The fragrance includes mint oil combined with green apple and Italian lemon. Warmth is provided by tonka mixed with Venezuelan ambroxan and geranium flowers giving a fougere twist to the fragrance this way. Flacon of the new fragrance for men Eros is created of turquoise color glass with head of Medusa on the body of the bottle and on its top. The fragrance is available as 50 and 100 ml EDT, along with accompanying perfumed body care products. Face of the advertising campaign is Brian Shimansky, while photographers are Mert & Marcus. Donatella wanted a man-gladiator for the new campaign, who is fighting for what he wants, fighting for his goals. ""This is a fragrance for a man who is his own master. He is a hero: a man who defends their ideas and goals."" - stated Donatella Versace."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/v/e/versace.jpg
Dolce&Gabbana|K By Dolce&Gabbana Man Edt|['aromatic', 'citrus', 'woody', 'fresh spicy', 'warm spicy', 'fresh', 'lavender']|{'Top Notes': ['Juniper Berries', 'Citruses', 'Blood Orange', 'Sicilian Lemon'], 'Middle Notes': ['Pimento', 'Lavender', 'Clary Sage', 'Geranium'], 'Base Notes': ['Vetiver', 'Cedar', 'Patchouli']}|for men|3.02|2.20|{'rating': 3.61, 'votes': 3200}|Winter: 23.3922%, Spring: 96.4664%, Summer: 96.0424%, Fall: 58.0212%|Day: 100%, Night: 38.4452%|['Daphné Bugey', 'Nathalie Lorson']|"K by Dolce & Gabbana by Dolce&Gabbana is a Woody Aromatic fragrance for men. K by Dolce & Gabbana was launched in 2019. K by Dolce & Gabbana was created by Daphné Bugey and Nathalie Lorson. Top notes are Juniper Berries, Citruses, Blood Orange and Sicilian Lemon; middle notes are Pimento, Lavender, Clary Sage and Geranium; base notes are Vetiver, Cedar and Patchouli. ""K by Dolce&Gabbana is a fragrance that captures the essence of a man in his element. He is the king of his everyday life. He follows his own path, cherishing his family and loved ones above all else. Effortlessly charming, and not afraid to show his vitality, he remains true to his roots, respecting tradition while embracing modernity."" The opening notes of the composition include sparkling blood orange, pressed Sicilian lemon and juniper berries. The heart reveals the pimento essence combined with clary sage, geranium and lavandin, while the base is woody and masculine combining the cedarwood, vetiver and patchouli accords.  The fragrance is available as a 50ml Eau de Toilette and 100ml eau de Toilette followed with matching body care products."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0320000000028.jpg
Gucci|Guilty Parfum Edp|['woody', 'fresh spicy', 'aromatic', 'citrus', 'lavender', 'musky', 'white floral', 'patchouli']|{'Top Notes': ['Juniper', 'Lavender', 'Lemon'], 'Middle Notes': ['Orange Blossom', 'Nutmeg', 'Spanish Labdanum'], 'Base Notes': ['Dry Wood', 'Patchouli', 'Musk']}|for men|3.04|2.00|{'rating': 3.85, 'votes': 1249}|Winter: 81.0376%, Spring: 97.3166%, Summer: 68.3363%, Fall: 100%|Day: 88.9088%, Night: 92.4866%|['None']|"Gucci Guilty Pour Homme Parfum by Gucci is a Oriental Woody fragrance for men. This is a new fragrance. Gucci Guilty Pour Homme Parfum was launched in 2022. Top notes are Juniper, Lavender and Lemon; middle notes are Orange Blossom, Nutmeg and Spanish Labdanum; base notes are Dry Wood, Patchouli and Musk. The #ForeverGuilty universe continues to pursue a liberated notion of passion with Gucci Guilty Parfum Pour Homme and Gucci Guilty Eau de Parfum Intense Pour Femme. Launching in January 2022, in time for Valentine’s Day, the scents reinterpret the classic Gucci Guilty fragrances in a move that elevates both the juices and their packaging to higher levels of intensity. For those looking for a declaration of love free from the rules and definitions of society, the two scents are designed to act as emblems of the connection between like-minded, eccentric lovers. In the campaign featuring #ForeverGuilty protagonists Jared Leto and Lana Del Rey, the Woody Aromatic Orientaly scent for him and the Orientaly Floral Woody scent for her are redressed in block metallic shades of dark anthracite and powerful bronze and placed within a new vintage diner setting . Gucci Guilty Parfum Pour Homme is a Woody Aromatic Orientaly fragrance that magnifies the true essence of the Gucci Guilty Pour Homme signature. A new and intense vision of masculinity, Gucci Guilty Parfum Pour Homme opens with a lighter, milder, and more modernized aromatic hook of French Lavandin Abrialis and uplifting Lemon Sfumatrice that combine perfectly with the intensity of Juniper. The true essence of Gucci Guilty Pour Homme is magnified at the heart with the deep ambery signature of Spanish Cistus combined with the floral richness of Orange Flower and a spicy hint of Nutmeg. Finally, the mysterious elegance of Indonesian Patchouli is reinforced with the long-lasting sensation of Dry Woods and Musks. The Packaging: Designed to belong within the Gucci Guilty universe, the new scents are encapsulated in the distinctive Gucci Guilty silhouettes synonymous with the fragrances. Now, both bottles are fully metallised as the intensity of the juices within are reflected by the scent’s new magnified colours on the outside. For him, the heavy glass bottle is dressed in dark anthracite, while for her the silhouette comes in a block bronze. Both flacons are finished with a cap of the matching shade and accented with the House’s emblematic interlocking G logo. Inscribed with capital letters, a box in dark anthracite with silver writing finishes his scent, while hers comes in an ivory box with bronze metallic writing. Campaign: Captured by photographer Glen Luchford, the new Gucci Guilty scents are represented as part of another unexpected location – the diner – complete with inimitable red booths, wood-paneled walls, and shuttered windows. Nestled within one such booth, Gucci Guilty protagonists Jared Leto and Lana Del Rey stare directly out in a challenge that subtly dares the viewer to join them in the celebration of liberty. A special cameo from Courtney Love serves to reinforce this message. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100579.jpg
Versace|Dylan Blue Man Edt|['amber', 'citrus', 'fresh spicy', 'musky', 'aquatic', 'warm spicy', 'woody', 'fresh', 'aromatic', 'smoky']|{'Top Notes': ['Calabrian bergamot', 'Water Notes', 'Grapefruit', 'Fig Leaf'], 'Middle Notes': ['Ambroxan', 'Black Pepper', 'Patchouli', 'Violet Leaf', 'Papyrus'], 'Base Notes': ['Incense', 'Musk', 'Tonka Bean', 'Saffron']}|for women and men|3.40|2.21|{'rating': 4.16, 'votes': 17335}|Winter: 44.4989%, Spring: 100%, Summer: 99.98%, Fall: 82.2765%|Day: 98.4797%, Night: 78.7457%|['Alberto Morillas']|"Versace Pour Homme Dylan Blue by Versace is a Aromatic Fougere fragrance for men. Versace Pour Homme Dylan Blue was launched in 2016. The nose behind this fragrance is Alberto Morillas. Top notes are Calabrian bergamot, Water Notes, Grapefruit and Fig Leaf; middle notes are Ambroxan, Black Pepper, Patchouli, Violet Leaf and Papyrus; base notes are Incense, Musk, Tonka Bean and Saffron. In late July 2016, Versace launches Dylan Blue, a new fragrance from the Versace Pour Homme collection under the license of Euroitalia, which includes the original from 2008 and the Oud Noir edition from 2013. Its aromatic, woody - fougere composition with fresh aquatic notes, Calabrian bergamot, grapefruit and fig leaves at the top, develops with a heart of violet leaf, papyrus wood, organic patchouli, black pepper and ambrox. Mineral musks, tonka bean, incense and saffron wrap the composition up and give it a fougere vibe. The advertising campaign, which was shot by Bruce Weber, includes models Gigi Hadid, Trevor Signorino, Alan Jouban, Louis Solywoda and Filip Sjunnesson, as well as martial arts athletes Nic Thompson, Travis Conover, Adam von Rothfelder, Lukasz Grabowski and Levi Morgan. The bottle with clean lines comes in dark, Mediterranean blue with a golden cap and a golden Medusa seal. The fragrance is available as a 30, 50, 100 and 200 ml ml Eau de Toilette with an additional after shave lotion, deodorant and bath & shower gel."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100369_3.jpg
Dsquared2|Green Pour Homme Edt|['woody', 'aromatic', 'amber', 'citrus', 'earthy', 'musky', 'fresh spicy']|{'Top Notes': ['Lemon', 'Bourbon Pepper', 'Santolina'], 'Middle Notes': ['Vetiver', 'Cedar', 'Resins'], 'Base Notes': ['Ambroxan', 'Cypriol Oil or Nagarmotha', 'Musk']}|for women and men|2.86|2.03|{'rating': 4.01, 'votes': 906}|Winter: 33.8673%, Spring: 100%, Summer: 80.3204%, Fall: 90.8467%|Day: 95.1945%, Night: 38.9016%|['None']|Green Wood by DSQUARED² is a Woody Aromatic fragrance for men. Green Wood was launched in 2019. Top notes are Lemon, Bourbon Pepper and Santolina; middle notes are Vetiver, Cedar and Resins; base notes are Ambroxan, Cypriol Oil or Nagarmotha and Musk. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100559.jpg
Laura Biagiotti|Roma Uomo Edt|['citrus', 'woody', 'amber', 'fresh spicy', 'warm spicy', 'aromatic', 'powdery', 'vanilla', 'balsamic', 'white floral']|{'Top Notes': ['Grapefruit', 'Bergamot', 'Basil', 'Laurels'], 'Middle Notes': ['Heliotrope', 'Jasmine', 'Juniper Berries', 'Balsam Fir', 'Geranium'], 'Base Notes': ['Benzoin', 'Sandalwood', 'Cedar', 'Patchouli', 'Amber', 'Musk', 'Oakmoss', 'Massoia Wood']}|for women and men|3.16|2.21|{'rating': 4.14, 'votes': 2249}|Winter: 57.4538%, Spring: 94.0152%, Summer: 64.309%, Fall: 91.9478%|Day: 100%, Night: 61.3711%|['Annick Menardo']|Roma Uomo by Laura Biagiotti is a Oriental Woody fragrance for men. Roma Uomo was launched in 1992. The nose behind this fragrance is Annick Menardo. Top notes are Grapefruit, Bergamot, Basil and Laurels; middle notes are Heliotrope, Jasmine, Juniper Berries, Balsam Fir and Geranium; base notes are Benzoin, Sandalwood, Cedar, Patchouli, Amber, Musk, Oakmoss and Massoia Wood. Roma Uomo is a fragrant tribute to those elegant, but seductive men that can only be found in the eternal city, Rome. Strong and fresh notes of grapefruit and basil are mellowed by cedarwood and sandalwood, while amber and resin give off their warmth and sensuality. Top notes include grapefruit, basil, bergamot and laurel. Heart note; jasmine, heliotrope, juniperberry and balsam fir. The base is composed of cedarwood, patchouli, sandalwood and benzoin. It was launched in 1992.|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302101060.jpg
Salvatore Ferragamo|Ferragamo Edt|['aromatic', 'citrus', 'woody', 'ozonic', 'musky', 'aquatic', 'earthy', 'mossy', 'herbal', 'leather']|{'Top Notes': ['Sage', 'Bergamot', 'Lemon'], 'Middle Notes': ['Violet Leaf', 'Cedar', 'Leather'], 'Base Notes': ['Oakmoss', 'Musk', 'Vetiver']}|for women and men|3.31|2.19|{'rating': 3.8, 'votes': 494}|Winter: 32.549%, Spring: 100%, Summer: 80%, Fall: 77.2549%|Day: 93.7255%, Night: 50.5882%|['Antoine Maisondieu']|"Ferragamo by Salvatore Ferragamo is a Aromatic Fougere fragrance for men. Ferragamo was launched in 2020. The nose behind this fragrance is Antoine Maisondieu. Top notes are Sage, Bergamot and Lemon; middle notes are Violet Leaf, Cedar and Leather; base notes are Oakmoss, Musk and Vetiver. ""Salvatore Ferragamo launches the new FERRAGAMO fragrance for him: a statement blend that expresses the confident and courageous soul of a modern man who journeys through life with passion and inevitable sophistication. Who do you want to be? Elevating the House’s timeless codes with a sharp contemporary twist, this blend is conceived for a free-thinker that follows his instinct and rules while embracing every new challenge with no hesitation. His restless spirit leads him to look at things from different angles, with unstoppable creativity and boundless curiosity. As he lives in constant motion through dynamic connections and emotional experiences, becoming aware of who he wants to be, he always leaves a lasting impact wherever he goes. FERRAGAMO fragrance is the ultimate expression - the very essence - of this strength and sentiment, which resonates through a rich sequence of contrasting yet harmonious elements poised between gentle masculinity and unrestrained attitude. FERRAGAMO is a fougère citrus woody perfume created by Antoine Maisondieu, intertwining fresh and boisé notes to celebrate the Italian roots of the brand and its craftsmanship tradition. A radiant explosion of Mediterranean citrus featuring vibrant bergamot and lemon paves the way to an unexpected heart combining the floral yet metallic violet accords and violet leaves absolute, with the strength of the unique FERRAGAMO leather note, in a blend that immediately evokes Salvatore Ferragamo’s artisanal heritage. Warm notes of musk and vetiver complete the juice, heightening the sensual dimension of the olfactory composition."" - a note from the brand."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/7/2/729926_01_r203.jpg
Calvin Klein|Everyone Edt|['aquatic', 'citrus', 'fresh', 'musky', 'warm spicy', 'woody', 'green', 'powdery', 'sweet', 'fresh spicy']|{'Top Notes': ['Orange Oil', 'Ginger'], 'Middle Notes': ['Watery Notes', 'Tea'], 'Base Notes': ['Musk', 'Cedar', 'Amber', 'Patchouli']}|for women and men|2.58|1.80|{'rating': 3.69, 'votes': 1640}|Winter: 12.6808%, Spring: 76.6407%, Summer: 100%, Fall: 24.1379%|Day: 95.4394%, Night: 14.4605%|['Alberto Morillas']|"CK Everyone Eau de Toilette by Calvin Klein is a Citrus Aromatic fragrance for women and men. CK Everyone Eau de Toilette was launched in 2020. The nose behind this fragrance is Alberto Morillas. Top notes are Orange Oil and Ginger; middle notes are Watery Notes and Tea; base notes are Musk, Cedar, Amber and Patchouli. Calvin Klein launches the new CK Everyone fragrance in February 2020, opening a new chapter in the history of the cult unisex fragrance CK One from 1994. CK Everyone symbolizes the spirit of the new generation, freedom of expression, spirit of inclusivity and participation in multiple communities. A pure, green, citrusy scent, CK EVERYONE is announced as ""a genderless scent for today that celebrates the infinite freedom of self-expression."" Drawing on the legendary legacy of CK ONE, the new scent is fresh-citrusy and woody, done with environmental awareness in mind. Itis vegan, made from naturally-occurring alcohol and full of ingredients of natural origin (79%). Top Notes: Organic Orange Essential Oil, Ginger. Heart: Blue Tea Accord, Watery Notes. Base: Cedarwood, Patchouli, Oriental. The glass bottle, which can be recycled after the pump has been removed, contains an elastic logo band, in the spirit of Calvin Klein underwear, which can be worn in many ways, such as a hair band. The fragrance is available as a 50, 100 and 200 ml Eau de Toilette."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302200464.jpg
Davidoff|Cool Water Reborn Man Edp|['aromatic', 'green', 'woody', 'fresh spicy']|{'Top Notes': [], 'Middle Notes': [], 'Base Notes': []}|for women and men|3.27|2.12|{'rating': 3.48, 'votes': 279}|Winter: 30.8824%, Spring: 91.1765%, Summer: 100%, Fall: 67.6471%|Day: 84.5588%, Night: 58.0882%|['None']|Cool Water Reborn by Davidoff is a Aromatic Fougere fragrance for men. This is a new fragrance. Cool Water Reborn was launched in 2022. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/0/0031032000023_8.jpg
Armani|Acqua Di Gio Edp|['aromatic', 'marine', 'mineral', 'citrus', 'fresh spicy', 'lavender', 'salty', 'woody']|{'Top Notes': ['Sea Notes', 'Green Mandarin'], 'Middle Notes': ['Clary Sage', 'Lavender', 'Geranium'], 'Base Notes': ['Mineral notes', 'Vetiver', 'Patchouli']}|for women and men|3.25|2.05|{'rating': 4.05, 'votes': 2641}|Winter: 12.0879%, Spring: 87.7964%, Summer: 100%, Fall: 36.8421%|Day: 90.1099%, Night: 30.8849%|['Alberto Morillas']|Acqua di Giò Eau de Parfum by Giorgio Armani is a Aromatic Aquatic fragrance for men. This is a new fragrance. Acqua di Giò Eau de Parfum was launched in 2022. The nose behind this fragrance is Alberto Morillas. Top notes are Sea Notes and Green Mandarin; middle notes are Clary Sage, Lavender and Geranium; base notes are Mineral notes, Vetiver and Patchouli. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100042.jpg
Burberry|Mr Burberry Man Edp|['warm spicy', 'aromatic', 'woody', 'fresh spicy', 'patchouli', 'amber', 'green', 'citrus', 'earthy', 'cinnamon']|{'Top Notes': ['Cardamom', 'Mint', 'Grapefruit', 'Tarragon'], 'Middle Notes': ['Lavender', 'Nutmeg', 'Cedar'], 'Base Notes': ['Patchouli', 'Cinnamon', 'Amber', 'Benzoin', 'Vetiver', 'Sandalwood']}|for women and men|3.03|2.18|{'rating': 3.85, 'votes': 1027}|Winter: 70.4434%, Spring: 91.3793%, Summer: 53.4483%, Fall: 100%|Day: 91.133%, Night: 90.3941%|['Francis Kurkdjian']|"Mr. Burberry Eau de Parfum by Burberry is a Woody Spicy fragrance for men. Mr. Burberry Eau de Parfum was launched in 2017. The nose behind this fragrance is Francis Kurkdjian. Top notes are Cardamom, Mint, Grapefruit and Tarragon; middle notes are Lavender, Nutmeg and Cedar; base notes are Patchouli, Cinnamon, Amber, Benzoin, Vetiver and Sandalwood. Mr. Burberry Eau de Parfum, which comes out in April 2017, is designed to be more intense, more sensual and warmer than the Eau de Toilette version. The new edition is more suitable for evening occasions, enriched with notes of cinnamon, patchouli and amber. It is available in a darker bottle of the original identical as a 30, 50 and 100 ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100890.jpg
Davidoff|Cool Water Man Edt|['aromatic', 'green', 'marine', 'fresh spicy', 'lavender', 'woody', 'salty']|{'Top Notes': ['Sea water', 'Lavender', 'Mint', 'Green Notes', 'Rosemary', 'Calone', 'Coriander'], 'Middle Notes': ['Sandalwood', 'Neroli', 'Geranium', 'Jasmine'], 'Base Notes': ['Musk', 'Oakmoss', 'Cedar', 'Tobacco', 'Ambergris']}|for women and men|2.91|1.98|{'rating': 3.88, 'votes': 16083}|Winter: 10.6407%, Spring: 68.8691%, Summer: 100%, Fall: 21.9833%|Day: 94.1838%, Night: 21.0251%|['Pierre Bourdon']|Cool Water by Davidoff is a Aromatic Aquatic fragrance for men. Cool Water was launched in 1988. The nose behind this fragrance is Pierre Bourdon. Top notes are Sea water, Lavender, Mint, Green Notes, Rosemary, Calone and Coriander; middle notes are Sandalwood, Neroli, Geranium and Jasmine; base notes are Musk, Oakmoss, Cedar, Tobacco and Ambergris. Cool Water is fresh and sharp, simple and very masculine.  Top notes include  mint and green nuances,  lavender, coriander and rosemary. The heart notes include geranium, neroli, jasmine and sandalwood. The base is composed of cedarwood, musk, amber and tobacco. It was created by Pierre Bourdon in 1988.|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302100303.jpg
